"subjects","E","S","R","rt"
"as1t","accuracy","left","left",0.5093
"as1t","neutral","left","left",0.5967
"as1t","speed","left","left",0.5245
"as1t","speed","right","right",0.6227
"as1t","speed","left","right",0.377
"as1t","speed","left","left",0.4111
"as1t","neutral","right","left",0.3416
"as1t","speed","right","right",0.3155
"as1t","neutral","left","left",0.4167
"as1t","accuracy","left","right",0.6447
"as1t","accuracy","right","right",0.4244
"as1t","speed","left","left",0.4956
"as1t","neutral","right","left",0.5715
"as1t","speed","right","right",0.6243
"as1t","neutral","left","right",0.4567
"as1t","neutral","right","left",0.7021
"as1t","accuracy","right","right",0.5079
"as1t","accuracy","right","right",0.3801
"as1t","accuracy","right","left",0.4703
"as1t","neutral","left","right",0.4449
"as1t","accuracy","left","right",0.3485
"as1t","speed","left","left",0.3878
"as1t","neutral","left","right",0.3522
"as1t","accuracy","left","left",0.6256
"as1t","speed","right","left",0.5258
"as1t","neutral","right","right",0.56
"as1t","speed","right","right",0.3896
"as1t","neutral","left","right",0.4246
"as1t","speed","left","left",0.5341
"as1t","accuracy","left","left",0.419
"as1t","neutral","left","left",0.6266
"as1t","neutral","right","right",0.6752
"bd6t","speed","right","right",0.324
"bd6t","neutral","left","left",0.3974
"bd6t","neutral","left","left",0.4014
"bd6t","neutral","left","left",0.4131
"bd6t","neutral","right","right",0.3381
"bd6t","neutral","left","left",0.3778
"bd6t","neutral","left","left",0.473
"bd6t","speed","right","left",0.365
"bd6t","accuracy","left","left",0.4257
"bd6t","speed","right","right",0.3242
"bd6t","speed","right","right",0.3802
"bd6t","accuracy","left","left",0.5582
"bd6t","accuracy","right","left",0.4586
"bd6t","accuracy","left","left",0.3686
"bd6t","accuracy","right","right",0.4154
"bd6t","speed","left","left",0.3763
"bd6t","neutral","right","right",0.4514
"bd6t","accuracy","left","left",0.501
"bd6t","accuracy","left","left",0.4245
"bd6t","neutral","right","right",0.5131
"bd6t","speed","left","left",0.4263
"bd6t","accuracy","right","right",0.5761
"bd6t","accuracy","right","left",0.4764
"bd6t","speed","right","right",0.5914
"bd6t","accuracy","right","right",0.4226
"bd6t","speed","right","right",0.4036
"bd6t","neutral","left","left",0.3927
"bd6t","accuracy","left","left",0.4207
"bd6t","accuracy","left","right",0.5368
"bd6t","neutral","right","right",0.3954
"bd6t","speed","right","right",0.3774
"bd6t","neutral","right","right",0.3709
"bd6t","speed","right","right",0.3778
"bd6t","speed","right","right",0.4067
"bd6t","speed","right","right",0.3377
"bd6t","speed","left","right",0.38
"bd6t","speed","left","left",0.3983
"bd6t","neutral","left","right",0.3689
"bd6t","speed","right","right",0.5775
"bd6t","neutral","right","right",0.4605
"bd6t","neutral","left","left",0.3824
"bd6t","accuracy","left","left",0.3442
"bd6t","accuracy","right","right",0.5086
"bd6t","accuracy","left","left",0.4559
"bd6t","accuracy","left","left",0.4064
"bd6t","speed","left","left",0.5741
"bd6t","speed","left","left",0.3116
"bd6t","accuracy","right","right",0.4492
"bd6t","neutral","left","left",0.451
"bd6t","neutral","right","right",0.3521
"bd6t","neutral","left","left",0.4005
"bd6t","neutral","right","right",0.3507
"bd6t","speed","left","left",0.3803
"bd6t","neutral","right","right",0.3556
"bd6t","neutral","right","right",0.4361
"bd6t","speed","left","left",0.3899
"bd6t","neutral","left","right",0.4283
"bd6t","speed","left","left",0.4307
"bd6t","neutral","left","left",0.4009
"bd6t","accuracy","left","left",0.4582
"bd6t","accuracy","right","right",0.4672
"bd6t","accuracy","left","left",0.4215
"bd6t","accuracy","right","right",0.4938
"bd6t","speed","right","right",0.4024
"bd6t","neutral","left","left",0.5468
"bd6t","accuracy","left","left",0.3988
"bd6t","accuracy","left","left",0.519
"bd6t","speed","right","right",0.6068
"bd6t","speed","right","right",0.4194
"bd6t","neutral","right","left",0.6817
"bd6t","accuracy","left","left",0.3862
"bd6t","speed","left","left",0.5306
"bd6t","neutral","right","right",0.4698
"bd6t","neutral","right","right",0.4364
"bd6t","speed","left","left",0.2669
"bd6t","speed","right","left",0.4883
"bd6t","accuracy","right","right",0.6092
"bd6t","neutral","left","left",0.3576
"bd6t","neutral","left","left",0.3695
"bd6t","speed","left","right",0.2953
"bd6t","accuracy","left","left",0.3595
"bd6t","accuracy","right","left",0.3233
"bd6t","accuracy","right","left",0.389
"bd6t","speed","right","right",0.4244
"bd6t","accuracy","left","left",0.3993
"bd6t","speed","left","left",0.3839
"bd6t","neutral","right","left",0.3243
"bd6t","speed","left","right",0.6489
"bd6t","speed","right","right",0.3278
"bd6t","accuracy","left","left",0.3765
"bd6t","accuracy","left","right",0.4178
"bd6t","accuracy","right","left",0.3586
"bd6t","speed","left","left",0.4048
"bd6t","speed","left","left",0.3446
"bd6t","neutral","right","right",0.3176
"bd6t","accuracy","right","right",0.5671
"bd6t","speed","right","right",0.5295
"bd6t","neutral","right","right",0.41
"bd6t","speed","left","left",0.2928
"bd6t","speed","right","left",0.3106
"bd6t","neutral","left","left",0.3898
"bd6t","neutral","left","left",0.4499
"bd6t","accuracy","left","left",0.5157
"bd6t","speed","left","right",0.3256
"bd6t","accuracy","left","left",0.4466
"bd6t","neutral","left","right",0.3818
"bd6t","speed","right","right",0.4421
"bd6t","neutral","right","right",0.4467
"bd6t","neutral","left","right",0.3954
"bd6t","neutral","left","left",0.3706
"bd6t","speed","left","left",0.2692
"bd6t","neutral","right","right",0.4232
"bd6t","neutral","right","right",0.7127
"bd6t","neutral","right","right",0.3833
"bd6t","accuracy","left","left",0.4427
"bd6t","accuracy","left","left",0.4573
"bd6t","speed","left","right",0.3477
"bd6t","speed","right","right",0.4154
"bd6t","neutral","right","right",0.4935
"bd6t","neutral","left","left",0.4381
"bd6t","neutral","right","right",0.37
"bd6t","neutral","right","right",0.46
"bd6t","neutral","right","left",0.4442
"bd6t","speed","right","left",0.4058
"bd6t","accuracy","right","left",0.6255
"bd6t","neutral","left","left",0.4715
"bd6t","accuracy","right","right",0.5277
"bd6t","speed","left","left",0.3947
"bd6t","speed","left","left",0.4108
"bd6t","accuracy","left","left",0.4353
"bd6t","speed","right","right",0.3123
"bd6t","accuracy","left","left",0.445
"bd6t","speed","left","right",0.3425
"bd6t","accuracy","right","right",0.5671
"bd6t","speed","right","right",0.4183
"bd6t","neutral","right","left",0.4544
"bd6t","speed","left","left",0.3001
"bd6t","speed","right","right",0.4008
"bd6t","accuracy","right","right",0.5554
"bd6t","accuracy","right","right",0.406
"bd6t","speed","left","left",0.3486
"bd6t","accuracy","right","right",0.3832
"bd6t","speed","right","right",0.326
"bd6t","accuracy","right","left",0.4569
"bd6t","accuracy","left","left",0.4625
"bd6t","neutral","right","right",0.365
"bd6t","neutral","left","left",0.4529
"bd6t","accuracy","right","right",0.4613
"bd6t","speed","left","left",0.2952
"bd6t","neutral","left","left",0.3636
"bd6t","speed","right","left",0.3298
"bd6t","accuracy","left","left",0.4157
"bd6t","speed","right","right",0.337
"bd6t","speed","right","left",0.3721
"bd6t","speed","right","right",0.3312
"bd6t","neutral","right","right",0.5102
"bd6t","speed","right","left",0.4857
"bd6t","neutral","left","left",0.6861
"bd6t","accuracy","left","left",0.592
"bd6t","speed","right","right",0.4423
"bd6t","neutral","left","left",0.4199
"bd6t","accuracy","left","right",0.3705
"bd6t","neutral","right","right",0.4982
"bd6t","neutral","right","right",0.472
"bd6t","neutral","right","right",0.5107
"bd6t","speed","right","right",0.4144
"bd6t","speed","right","right",0.3145
"bd6t","neutral","right","right",0.3414
"bd6t","speed","right","right",0.4005
"bd6t","neutral","right","right",0.4307
"bd6t","speed","left","right",0.308
"bd6t","accuracy","left","left",0.4246
"bd6t","speed","left","left",0.3931
"bd6t","accuracy","left","left",0.3752
"bd6t","accuracy","right","right",0.4762
"bd6t","neutral","left","left",0.4106
"bd6t","speed","right","right",0.3438
"bd6t","neutral","left","left",0.4785
"bd6t","neutral","left","left",0.6097
"bd6t","neutral","right","right",0.365
"bd6t","speed","left","left",0.3874
"bd6t","speed","right","right",0.2592
"bd6t","neutral","right","right",0.3996
"bd6t","neutral","left","left",0.4573
"bd6t","speed","left","right",0.3922
"bd6t","accuracy","right","right",0.4571
"bd6t","speed","right","right",0.3295
"bd6t","neutral","right","right",0.4716
"bd6t","speed","right","left",0.4759
"bd6t","accuracy","left","left",0.4487
"bd6t","neutral","left","left",0.4516
"bd6t","accuracy","right","right",0.5312
"bd6t","speed","left","left",0.3636
"bd6t","neutral","right","right",0.3901
"bd6t","accuracy","right","right",0.5225
"bd6t","neutral","left","right",0.3824
"bd6t","speed","left","left",0.3775
"bd6t","neutral","right","right",0.4044
"bd6t","accuracy","right","right",0.3766
"bd6t","neutral","left","left",0.4439
"bd6t","neutral","right","left",0.3397
"bd6t","speed","left","left",0.4266
"bd6t","speed","left","left",0.37
"bd6t","neutral","right","right",0.389
"bd6t","speed","left","left",0.332
"bd6t","speed","left","left",0.3166
"bd6t","speed","left","left",0.4381
"bd6t","neutral","left","right",0.3155
"bd6t","speed","left","left",0.3304
"bd6t","neutral","right","right",0.5822
"bd6t","accuracy","right","right",0.4009
"bd6t","neutral","left","left",0.4631
"bd6t","speed","left","left",0.3746
"bd6t","neutral","left","left",0.4253
"bd6t","neutral","right","left",0.4294
"bd6t","neutral","left","right",0.5113
"bd6t","speed","left","right",0.3559
"bd6t","accuracy","right","right",0.5343
"bd6t","speed","right","right",0.3257
"bd6t","neutral","left","left",0.4795
"bd6t","speed","left","left",0.5549
"bd6t","neutral","left","left",0.6281
"bd6t","accuracy","right","left",0.3447
"bd6t","speed","left","left",0.3116
"bd6t","accuracy","left","left",0.3971
"bd6t","accuracy","left","left",0.4784
"bd6t","speed","right","right",0.3544
"bd6t","neutral","left","left",0.3926
"bd6t","speed","left","left",0.3504
"bd6t","speed","left","left",0.3756
"bd6t","neutral","right","right",0.4813
"bd6t","neutral","right","right",0.3873
"bd6t","speed","left","left",0.3908
"bd6t","accuracy","left","left",0.7007
"bd6t","accuracy","right","right",0.6271
"bd6t","speed","right","right",0.4208
"bd6t","neutral","right","left",0.5986
"bd6t","neutral","right","right",0.6411
"bd6t","speed","right","right",0.3832
"bd6t","speed","right","right",0.4102
"bd6t","neutral","right","right",0.4337
"bd6t","accuracy","right","right",0.5031
"bd6t","speed","right","right",0.3991
"bd6t","accuracy","right","right",0.4388
"bd6t","neutral","right","right",0.4188
"bd6t","neutral","left","left",0.4292
"bd6t","accuracy","left","left",0.5996
"bd6t","speed","left","left",0.3623
"bd6t","speed","left","left",0.3078
"bd6t","accuracy","left","left",0.6561
"bd6t","neutral","right","right",0.4808
"bd6t","neutral","right","right",0.412
"bd6t","accuracy","left","left",0.5072
"bd6t","speed","right","right",0.443
"bd6t","accuracy","right","right",0.3922
"bd6t","accuracy","left","left",0.5243
"bd6t","accuracy","right","right",0.4382
"bd6t","accuracy","right","right",0.4708
"bd6t","speed","right","left",0.3568
"bd6t","accuracy","right","right",0.5495
"bd6t","accuracy","left","left",0.4211
"bd6t","speed","right","right",0.4674
"bd6t","speed","left","right",0.4009
"bd6t","speed","left","right",0.4416
"bd6t","accuracy","left","left",0.6069
"bd6t","neutral","left","left",0.4363
"bd6t","accuracy","right","right",0.5785
"bd6t","accuracy","left","left",0.4451
"bd6t","accuracy","left","left",0.5606
"bd6t","speed","left","left",0.333
"bd6t","neutral","left","left",0.426
"bd6t","neutral","right","right",0.4759
"bd6t","accuracy","left","left",0.4933
"bd6t","neutral","right","right",0.4806
"bd6t","neutral","right","right",0.4814
"bd6t","neutral","left","right",0.368
"bd6t","accuracy","left","left",0.5627
"bd6t","speed","right","right",0.4295
"bd6t","neutral","left","left",0.5243
"bd6t","speed","left","left",0.3718
"bd6t","accuracy","left","left",0.4781
"bd6t","accuracy","right","right",0.4359
"bd6t","accuracy","right","right",0.6157
"bd6t","accuracy","left","left",0.6109
"bd6t","neutral","left","left",0.6013
"bd6t","neutral","right","right",0.5256
"bd6t","speed","right","left",0.4029
"bd6t","neutral","right","right",0.3717
"bd6t","speed","left","right",0.2991
"bd6t","accuracy","left","left",0.4217
"bd6t","accuracy","right","right",0.6136
"bd6t","neutral","right","right",0.4402
"bd6t","accuracy","right","right",0.5342
"bd6t","accuracy","right","left",0.5398
"bd6t","speed","right","right",0.5986
"bd6t","neutral","left","left",0.485
"bd6t","speed","right","right",0.3868
"bd6t","neutral","left","left",0.38
"bd6t","speed","left","left",0.2554
"bd6t","speed","right","left",0.3049
"bd6t","speed","left","right",0.3181
"bd6t","speed","right","right",0.3938
"bd6t","speed","left","right",0.5117
"bd6t","neutral","right","right",0.4498
"bd6t","neutral","left","right",0.4248
"bd6t","accuracy","left","left",0.6138
"bd6t","neutral","right","right",0.5702
"bd6t","speed","right","right",0.3793
"bd6t","neutral","right","right",0.6411
"bd6t","neutral","left","left",0.3774
"bd6t","speed","right","right",0.3447
"bd6t","neutral","right","right",0.4379
"bd6t","speed","left","left",0.3085
"bd6t","accuracy","left","left",0.4621
"bd6t","accuracy","right","right",0.4055
"bd6t","neutral","right","right",0.8606
"bd6t","accuracy","right","right",0.4206
"bd6t","accuracy","right","right",0.4278
"bd6t","speed","left","right",0.3611
"bd6t","neutral","left","right",0.5946
"bd6t","speed","right","right",0.4776
"bd6t","speed","left","left",0.5614
"bd6t","neutral","right","right",0.4343
"bd6t","speed","left","left",0.3262
"bd6t","speed","right","right",0.3965
"bd6t","neutral","left","left",0.4516
"bd6t","speed","right","right",0.3709
"bd6t","speed","right","right",0.4727
"bd6t","speed","left","left",0.4079
"bd6t","accuracy","left","left",0.7559
"bd6t","neutral","left","left",0.4679
"bd6t","neutral","left","left",0.472
"bd6t","accuracy","right","right",0.9331
"bd6t","accuracy","right","right",0.6284
"bd6t","neutral","left","left",0.5967
"bd6t","neutral","left","left",0.549
"bd6t","accuracy","right","right",0.548
"bd6t","neutral","right","right",0.6872
"bd6t","accuracy","right","right",0.6284
"bd6t","neutral","left","left",0.6442
"bd6t","accuracy","right","right",0.6261
"bd6t","accuracy","left","left",0.7208
"bd6t","neutral","right","right",0.5293
"bd6t","speed","right","right",0.3732
"bd6t","speed","right","right",0.3694
"bd6t","neutral","right","left",0.4596
"bd6t","speed","left","left",0.4935
"bd6t","neutral","left","left",0.4226
"bd6t","accuracy","right","right",0.6214
"bd6t","speed","left","left",0.4346
"bd6t","neutral","left","left",0.4192
"bd6t","accuracy","right","right",0.605
"bd6t","neutral","left","left",0.3962
"bd6t","accuracy","left","left",0.5499
"bd6t","speed","right","right",0.4322
